Zeit;Kanal A
(ms);(mV)

-25,00846059;-0,93319390
-25,00346059;-0,37278540
-24,99846059;-0,74618600
-24,99346059;-0,55979330
-24,98846059;0,00000000
-24,98346059;-0,37278540
-24,97846059;-0,37278540
-24,97346059;-0,55979330
-24,96846059;-0,55979330
-24,96346059;-0,37278540
-24,95846059;-0,37278540
-24,95346059;0,00000000
-24,94846059;-0,74618600
-24,94346059;-0,37278540
-24,93846059;-0,37278540
-24,93346059;0,00000000
-24,92846059;-0,74618600
-24,92346059;-0,18639270
-24,91846059;0,00000000
-24,91346059;0,18639270
-24,90846059;0,00000000
-24,90346059;-0,74618600
-24,89846059;-0,18639270
-24,89346059;-0,74618600
-24,88846059;0,74618600
-24,88346059;-0,37278540
-24,87846059;-0,37278540
-24,87346059;-0,37278540
-24,86846059;0,00000000
-24,86346059;-0,18639270
-24,85846059;-0,18639270
-24,85346059;0,00000000
-24,84846059;0,00000000
-24,84346059;0,18639270
-24,83846059;0,18639270
-24,83346059;0,00000000
-24,82846059;0,18639270
-24,82346059;0,37278540
-24,81846059;0,18639270
-24,81346060;0,55979330
-24,80846060;-0,18639270
-24,80346060;0,18639270
-24,79846060;0,18639270
-24,79346060;-0,37278540
-24,78846060;0,55979330
-24,78346060;0,55979330
-24,77846060;0,18639270
-24,77346060;0,55979330
-24,76846060;0,18639270
-24,76346060;0,93319390
-24,75846060;0,55979330
-24,75346060;0,74618600
-24,74846060;0,55979330
-24,74346060;0,18639270
-24,73846060;0,55979330
-24,73346060;1,30659400
-24,72846060;0,93319390
-24,72346060;0,93319390
-24,71846060;2,61318900
-24,71346060;1,86638800
-24,70846060;1,11958700
-24,70346060;1,67999500
-24,69846060;1,11958700
-24,69346060;1,49298700
-24,68846060;1,30659400
-24,68346060;1,86638800
-24,67846060;1,11958700
-24,67346060;1,86638800
-24,66846060;1,11958700
-24,66346060;1,49298700
-24,65846060;1,11958700
-24,65346060;1,49298700
-24,64846060;0,93319390
-24,64346060;0,93319390
-24,63846060;0,93319390
-24,63346060;0,93319390
